imagename,duration,type,used,group,equation,a,b,answer
LAUrban/Downtown_0381.jpg,3.5,LAUrban,yes,y,30 + 6,28,36,b
LAUrban/DTC_19.jpg,3.5,LAUrban,no,y,19 + 5,24,16,a
LAUrban/DTC_50.jpg,3.5,LAUrban,no,y,12 + 10,30,22,b
LAUrban/Golden_18.jpg,1.7,LAUrban,yes,y,12 + 7,26,19,b
LAUrban/Golden_33.jpg,1.7,LAUrban,no,y,15 + 12,33,27,b
LAUrban/Golden_55.jpg,1.7,LAUrban,no,y,14 + 10,18,24,b
LAUrban/Urban_Berman_06.jpg,1.7,LAUrban,no,y,4 + 22,29,26,b
LAUrban/Urban_Berman_27.jpg,5.3,LAUrban,no,y,20 + 15,39,35,b
LAUrban/Urban_Berman_40.jpg,5.3,LAUrban,no,y,28 + 21,42,49,b
LAUrban/Vacation_8420.JPG,5.3,LAUrban,no,y,11 + 13,27,24,b
LAUrban/Vacation_8585.JPG,5.3,LAUrban,no,y,23 + 9,32,38,a
