imagename,duration,type,used,group,equation,a,b,answer
LANature/31H.jpg,1.7,LANature,no,r,10 + 10,20,26,a
LANature/39H.jpg,1.7,LANature,no,r,13 + 27,40,33,a
LANature/Aquarium_0343.JPG,1.7,LANature,no,r,29 + 14,43,41,a
LANature/Aquarium_0450.JPG,3.5,LANature,yes,r,24 + 25,45,49,b
LANature/Aquarium_0632.JPG,3.5,LANature,no,r,28 + 23,59,51,b
LANature/BotanicGardens_0497.JPG,3.5,LANature,no,r,26 + 29,60,55,b
LANature/BotanicGardens_0941.JPG,3.5,LANature,no,r,27 + 28,55,53,a
LANature/GotG_0053.jpg,7.1,LANature,no,r,26 + 17,50,43,b
LANature/GotG_0084.jpg,7.1,LANature,no,r,4 + 29,33,35,a
LANature/Hyalite_0174.JPG,7.1,LANature,no,r,20 + 29,43,49,b
LANature/Hyalite_0213.JPG,7.1,LANature,no,r,24 + 29,53,48,a
LANature/Vacation_1925.JPG,5.3,LANature,no,r,21 + 20,41,47,a
LANature/Vacation_7074.JPG,5.3,LANature,yes,r,23 + 6,22,29,b
LANature/Vacation_7115.JPG,5.3,LANature,no,r,13 + 4,11,17,b
LANature/Zoo_0075.JPG,5.3,LANature,no,r,11 + 26,31,37,b
LAUrban/16thStreetMall_0744.JPG,1.7,LAUrban,no,r,21 + 13,27,34,b
LAUrban/16thStreetMall_0771.JPG,1.7,LAUrban,no,r,12 + 19,31,25,a
LAUrban/16thStreetMall_0806.JPG,1.7,LAUrban,no,r,24 + 11,27,35,b
LAUrban/Billings_0266.JPG,1.7,LAUrban,no,r,23 + 21,42,44,b
LAUrban/Billings_0286.JPG,3.5,LAUrban,no,r,5 + 20,31,25,b
LAUrban/Bozeman_0005.JPG,3.5,LAUrban,no,r,20 + 6,26,29,a
LAUrban/Bozeman_0038.JPG,3.5,LAUrban,no,r,15 + 28,43,40,a
LAUrban/Downtown_0299.jpg,3.5,LAUrban,yes,r,9 + 13,22,29,a
LAUrban/Downtown_0371.jpg,7.1,LAUrban,no,r,19 + 19,33,38,b
LAUrban/DTC_1.jpg,7.1,LAUrban,no,r,30 + 6,28,36,b
LAUrban/DTC_41.jpg,7.1,LAUrban,no,r,19 + 5,24,16,a
LAUrban/DU_18.jpg,7.1,LAUrban,no,r,12 + 10,30,22,b
LAUrban/DU_23.jpg,5.3,LAUrban,no,r,12 + 7,26,19,b
LAUrban/Golden_24.jpg,5.3,LAUrban,no,r,15 + 12,33,27,b
LAUrban/Golden_48.jpg,5.3,LAUrban,no,r,14 + 10,18,24,b
LAUrban/Golden_59.jpg,5.3,LAUrban,no,r,4 + 22,29,26,b
LAUrban/Urban_Berman_25.jpg,1.7,LAUrban,no,r,20 + 15,39,35,b
LAUrban/Urban_Berman_37.jpg,1.7,LAUrban,no,r,28 + 21,42,49,b
LAUrban/Vacation_5135.JPG,1.7,LAUrban,no,r,11 + 13,27,24,b
LAUrban/Vacation_8493.JPG,1.7,LAUrban,no,r,23 + 9,32,38,a
