imagename,duration,type,used,group,equation,a,b,answer
HAUrban/Urban_Berman_32.jpg,5.3,HAUrban,no,o,26 + 11,37,43,a
LANature/04H.jpg,7.1,LANature,no,o,5 + 14,19,12,a
LANature/08H.jpg,7.1,LANature,no,o,28 + 11,42,39,b
LANature/15L.jpg,7.1,LANature,no,o,16 + 17,33,25,a
LANature/22H.jpg,7.1,LANature,no,o,4 + 11,18,15,b
LANature/24L.jpg,3.5,LANature,no,o,11 + 21,32,26,a
LANature/29H.jpg,3.5,LANature,no,o,10 + 10,20,26,a
LANature/31L.jpg,3.5,LANature,no,o,13 + 27,40,33,a
LANature/Aquarium_0261.JPG,3.5,LANature,no,o,29 + 14,43,41,a
LANature/Aquarium_0442.JPG,1.7,LANature,no,o,24 + 25,45,49,b
LANature/Aquarium_0605.JPG,1.7,LANature,no,o,28 + 23,59,51,b
LANature/BotanicGardens_0176.JPG,1.7,LANature,no,o,26 + 29,60,55,b
LANature/BotanicGardens_0924.JPG,1.7,LANature,no,o,27 + 28,55,53,a
LANature/GotG_0060.jpg,5.3,LANature,no,o,26 + 17,50,43,b
LANature/GotG_0100.jpg,5.3,LANature,no,o,4 + 29,33,35,a
LANature/Hyalite_0180.JPG,5.3,LANature,no,o,20 + 29,43,49,b
LANature/Tarryall_0622.JPG,5.3,LANature,no,o,24 + 29,53,48,a
LANature/Vacation_7034.JPG,7.1,LANature,no,o,21 + 20,41,47,a
LANature/Vacation_7082.JPG,7.1,LANature,no,o,23 + 6,22,29,b
LANature/Vacation_7996.JPG,7.1,LANature,no,o,13 + 4,11,17,b
LANature/Zoo_0176.JPG,7.1,LANature,no,o,11 + 26,31,37,b
LAUrban/16thStreetMall_0740.JPG,3.5,LAUrban,no,o,21 + 13,27,34,b
LAUrban/16thStreetMall_0765.JPG,3.5,LAUrban,no,o,12 + 19,31,25,a
LAUrban/16thStreetMall_0795.JPG,3.5,LAUrban,no,o,24 + 11,27,35,b
LAUrban/16thStreetMall_0838.JPG,3.5,LAUrban,no,o,23 + 21,42,44,b
LAUrban/Billings_0276.JPG,1.7,LAUrban,no,o,5 + 20,31,25,b
LAUrban/Billings_0290.JPG,1.7,LAUrban,no,o,20 + 6,26,29,a
LAUrban/Bozeman_0008.JPG,1.7,LAUrban,yes,o,15 + 28,43,40,a
LAUrban/Bozeman_0044.JPG,1.7,LAUrban,no,o,9 + 13,22,29,a
LAUrban/Downtown_0367.jpg,5.3,LAUrban,no,o,19 + 19,33,38,b
LAUrban/Downtown_0390.jpg,5.3,LAUrban,no,o,30 + 6,28,36,b
LAUrban/DTC_21.jpg,5.3,LAUrban,no,o,19 + 5,24,16,a
LAUrban/DU_17.jpg,5.3,LAUrban,no,o,12 + 10,30,22,b
LAUrban/DU_35.jpg,7.1,LAUrban,no,o,12 + 7,26,19,b
LAUrban/Golden_30.jpg,7.1,LAUrban,no,o,15 + 12,33,27,b
LAUrban/Golden_49.jpg,7.1,LAUrban,no,o,14 + 10,18,24,b
LAUrban/Golden_65.jpg,7.1,LAUrban,no,o,4 + 22,29,26,b
LAUrban/Urban_Berman_35.jpg,3.5,LAUrban,no,o,20 + 15,39,35,b
LAUrban/Vacation_5018.JPG,3.5,LAUrban,no,o,28 + 21,42,49,b
LAUrban/Vacation_8448.JPG,3.5,LAUrban,no,o,11 + 13,27,24,b
LAUrban/Vacation_8664.JPG,3.5,LAUrban,no,o,23 + 9,32,38,a
HANature/Berman_Nature__17.jpg,5.3,HANature,no,p,18 + 22,44,40,b
HANature/Berman_Nature__34.jpg,5.3,HANature,no,p,21 + 25,46,40,a
HANature/Berman_Nature__43.jpg,5.3,HANature,no,p,17 + 25,42,39,a
HANature/Berman_Nature__49.jpg,5.3,HANature,no,p,8 + 22,30,28,a
HANature/Castlewood_Canyon_6.jpg,1.7,HANature,yes,p,28 + 12,40,36,a
HANature/Hyalite_0159.JPG,1.7,HANature,no,p,29 + 10,39,41,a
HANature/Hyalite_0222.JPG,1.7,HANature,no,p,22 + 7,29,31,a
HANature/Hyalite_0236.JPG,1.7,HANature,no,p,10 + 24,42,34,b
HANature/Hyalite_0238.JPG,3.5,HANature,no,p,13 + 16,27,29,b
HANature/Ranch_1.jpeg,3.5,HANature,no,p,13 + 26,34,39,b
HANature/Tarryall_0613.JPG,3.5,HANature,no,p,30 + 9,36,39,b
HANature/Tarryall_0620.JPG,3.5,HANature,no,p,8 + 11,19,27,a
HANature/Vacation_1443.JPG,7.1,HANature,no,p,21 + 4,21,25,b
HANature/Vacation_2695.JPG,7.1,HANature,no,p,9 + 24,31,33,b
HANature/Vacation_5512.JPG,7.1,HANature,no,p,29 + 19,48,55,a
HANature/Vacation_5554.JPG,7.1,HANature,no,p,14 + 11,25,32,a
HANature/Vacation_5665.JPG,5.3,HANature,no,p,19 + 20,42,39,b
HANature/Vacation_6301.JPG,5.3,HANature,no,p,5 + 7,6,12,b
HANature/Vacation_7001.JPG,5.3,HANature,no,p,22 + 28,50,57,a
HANature/Vacation_7683.JPG,5.3,HANature,no,p,17 + 28,41,45,b
HAUrban/Billings_0250.JPG,1.7,HAUrban,no,p,19 + 15,32,34,b
HAUrban/Billings_0285.JPG,1.7,HAUrban,no,p,6 + 17,15,23,b
HAUrban/Billings_0306.JPG,1.7,HAUrban,no,p,26 + 25,59,51,b
HAUrban/Billings_0313.JPG,1.7,HAUrban,no,p,22 + 13,35,38,a
HAUrban/Bozeman_0049.JPG,3.5,HAUrban,no,p,5 + 13,26,18,b
HAUrban/CO_Blvrd_14.jpg,3.5,HAUrban,no,p,23 + 17,33,40,b
HAUrban/CO_Blvrd_23.jpg,3.5,HAUrban,no,p,25 + 6,31,38,a
HAUrban/CO_Blvrd_38.jpg,3.5,HAUrban,no,p,18 + 27,45,37,a
HAUrban/CO_Blvrd_9.jpg,7.1,HAUrban,no,p,10 + 18,28,25,a
HAUrban/Downtown_0317.jpg,7.1,HAUrban,no,p,17 + 10,24,27,b
HAUrban/Downtown_0341.jpg,7.1,HAUrban,no,p,9 + 19,28,34,a
HAUrban/Downtown_0346.jpg,7.1,HAUrban,no,p,14 + 7,21,28,a
HAUrban/Downtown_0387.jpg,5.3,HAUrban,no,p,10 + 25,35,37,a
HAUrban/DTC_13.jpg,5.3,HAUrban,no,p,5 + 19,24,20,a
HAUrban/DU_19.jpg,5.3,HAUrban,no,p,23 + 18,36,41,b
HAUrban/DU_38.jpg,5.3,HAUrban,no,p,11 + 23,27,34,b
HAUrban/DU_43.jpg,1.7,HAUrban,no,p,19 + 23,46,42,b
HAUrban/Golden_62.jpg,1.7,HAUrban,no,p,7 + 23,37,30,b
HAUrban/Golden_77.jpg,1.7,HAUrban,no,p,13 + 30,43,47,a
HAUrban/Urban_Berman_19.jpg,1.7,HAUrban,no,p,26 + 11,37,43,a
LANature/03L.jpg,3.5,LANature,no,p,5 + 14,19,12,a
LANature/06L.jpg,3.5,LANature,no,p,28 + 11,42,39,b
LANature/15H.jpg,3.5,LANature,no,p,16 + 17,33,25,a
LANature/20L.jpg,3.5,LANature,no,p,4 + 11,18,15,b
LANature/25L.jpg,7.1,LANature,yes,p,11 + 21,32,26,a
LANature/29L.jpg,7.1,LANature,yes,p,10 + 10,20,26,a
LANature/34L.jpg,7.1,LANature,no,p,13 + 27,40,33,a
LANature/Aquarium_0325.JPG,7.1,LANature,no,p,29 + 14,43,41,a
LANature/Aquarium_0465.JPG,5.3,LANature,no,p,24 + 25,45,49,b
LANature/Aquarium_0660.JPG,5.3,LANature,no,p,28 + 23,59,51,b
LANature/BotanicGardens_0836.JPG,5.3,LANature,no,p,26 + 29,60,55,b
LANature/BotanicGardens_0947.JPG,5.3,LANature,no,p,27 + 28,55,53,a
LANature/BotanicGardens_0997.JPG,1.7,LANature,no,p,26 + 17,50,43,b
LANature/GotG_0072.jpg,1.7,LANature,no,p,4 + 29,33,35,a
LANature/Hyalite_0093.JPG,1.7,LANature,no,p,20 + 29,43,49,b
LANature/Hyalite_0191.JPG,1.7,LANature,no,p,24 + 29,53,48,a
LANature/Vacation_5781.JPG,3.5,LANature,no,p,21 + 20,41,47,a
LANature/Vacation_7080.JPG,3.5,LANature,no,p,23 + 6,22,29,b
LANature/Vacation_7919.JPG,3.5,LANature,no,p,13 + 4,11,17,b
LANature/Zoo_0172.JPG,3.5,LANature,no,p,11 + 26,31,37,b
LAUrban/16thStreetMall_0756.JPG,7.1,LAUrban,no,p,21 + 13,27,34,b
LAUrban/16thStreetMall_0782.JPG,7.1,LAUrban,no,p,12 + 19,31,25,a
LAUrban/16thStreetMall_0813.JPG,7.1,LAUrban,yes,p,24 + 11,27,35,b
LAUrban/Billings_0274.JPG,7.1,LAUrban,no,p,23 + 21,42,44,b
LAUrban/Billings_0280.JPG,5.3,LAUrban,no,p,5 + 20,31,25,b
LAUrban/Billings_0317.JPG,5.3,LAUrban,no,p,20 + 6,26,29,a
LAUrban/Bozeman_0012.JPG,5.3,LAUrban,no,p,15 + 28,43,40,a
LAUrban/CO_Blvrd_40.jpg,5.3,LAUrban,no,p,9 + 13,22,29,a
LAUrban/Downtown_0348.jpg,1.7,LAUrban,no,p,19 + 19,33,38,b
LAUrban/Downtown_0381.jpg,1.7,LAUrban,no,p,30 + 6,28,36,b
LAUrban/DTC_19.jpg,1.7,LAUrban,no,p,19 + 5,24,16,a
LAUrban/DTC_50.jpg,1.7,LAUrban,no,p,12 + 10,30,22,b
LAUrban/Golden_18.jpg,3.5,LAUrban,no,p,12 + 7,26,19,b
LAUrban/Golden_33.jpg,3.5,LAUrban,yes,p,15 + 12,33,27,b
LAUrban/Golden_55.jpg,3.5,LAUrban,no,p,14 + 10,18,24,b
LAUrban/Urban_Berman_06.jpg,3.5,LAUrban,no,p,4 + 22,29,26,b
LAUrban/Urban_Berman_27.jpg,7.1,LAUrban,no,p,20 + 15,39,35,b
LAUrban/Urban_Berman_40.jpg,7.1,LAUrban,no,p,28 + 21,42,49,b
LAUrban/Vacation_8420.JPG,7.1,LAUrban,no,p,11 + 13,27,24,b
LAUrban/Vacation_8585.JPG,7.1,LAUrban,no,p,23 + 9,32,38,a
HANature/Berman_Nature__19.jpg,7.1,HANature,no,q,18 + 22,44,40,b
HANature/Berman_Nature__36.jpg,7.1,HANature,no,q,21 + 25,46,40,a
HANature/Berman_Nature__46.jpg,7.1,HANature,no,q,17 + 25,42,39,a
HANature/BotanicGardens_0043.JPG,7.1,HANature,no,q,8 + 22,30,28,a
HANature/BotanicGardens_0893.JPG,3.5,HANature,no,q,28 + 12,40,36,a
HANature/Hyalite_0141.JPG,3.5,HANature,no,q,29 + 10,39,41,a
HANature/Hyalite_0229.JPG,3.5,HANature,no,q,22 + 7,29,31,a
HANature/Hyalite_0231.JPG,3.5,HANature,no,q,10 + 24,42,34,b
HANature/Hyalite_0239.JPG,1.7,HANature,no,q,13 + 16,27,29,b
HANature/Ranch_4.jpeg,1.7,HANature,no,q,13 + 26,34,39,b
HANature/Tarryall_0607.JPG,1.7,HANature,no,q,30 + 9,36,39,b
HANature/Vacation_0924.JPG,1.7,HANature,no,q,8 + 11,19,27,a
HANature/Vacation_2692.JPG,5.3,HANature,no,q,21 + 4,21,25,b
HANature/Vacation_5473.JPG,5.3,HANature,no,q,9 + 24,31,33,b
HANature/Vacation_5514.JPG,5.3,HANature,no,q,29 + 19,48,55,a
HANature/Vacation_5647.JPG,5.3,HANature,yes,q,14 + 11,25,32,a
HANature/Vacation_5661.JPG,7.1,HANature,no,q,19 + 20,42,39,b
HANature/Vacation_5672.JPG,7.1,HANature,no,q,5 + 7,6,12,b
HANature/Vacation_6668.JPG,7.1,HANature,no,q,22 + 28,50,57,a
HANature/Vacation_7629.JPG,7.1,HANature,no,q,17 + 28,41,45,b
HAUrban/16thStreetMall_0760.JPG,3.5,HAUrban,no,q,19 + 15,32,34,b
HAUrban/Billings_0270.JPG,3.5,HAUrban,no,q,6 + 17,15,23,b
HAUrban/Billings_0295.JPG,3.5,HAUrban,no,q,26 + 25,59,51,b
HAUrban/Billings_0309.JPG,3.5,HAUrban,no,q,22 + 13,35,38,a
HAUrban/CO_Blvrd_12.jpg,1.7,HAUrban,no,q,5 + 13,26,18,b
HAUrban/CO_Blvrd_22.jpg,1.7,HAUrban,yes,q,23 + 17,33,40,b
HAUrban/CO_Blvrd_3.jpg,1.7,HAUrban,no,q,25 + 6,31,38,a
HAUrban/CO_Blvrd_41.jpg,1.7,HAUrban,no,q,18 + 27,45,37,a
HAUrban/Downtown_0304.jpg,5.3,HAUrban,no,q,10 + 18,28,25,a
HAUrban/Downtown_0324.jpg,5.3,HAUrban,no,q,17 + 10,24,27,b
HAUrban/Downtown_0344.jpg,5.3,HAUrban,yes,q,9 + 19,28,34,a
HAUrban/Downtown_0351.jpg,5.3,HAUrban,no,q,14 + 7,21,28,a
HAUrban/Downtown_0354.jpg,7.1,HAUrban,no,q,10 + 25,35,37,a
HAUrban/DTC_12.jpg,7.1,HAUrban,no,q,5 + 19,24,20,a
HAUrban/DTC_47.jpg,7.1,HAUrban,no,q,23 + 18,36,41,b
HAUrban/DU_24.jpg,7.1,HAUrban,no,q,11 + 23,27,34,b
HAUrban/Golden_40.jpg,3.5,HAUrban,no,q,19 + 23,46,42,b
HAUrban/Golden_64.jpg,3.5,HAUrban,no,q,7 + 23,37,30,b
HAUrban/Golden_78.jpg,3.5,HAUrban,no,q,13 + 30,43,47,a
HAUrban/Urban_Berman_24.jpg,3.5,HAUrban,no,q,26 + 11,37,43,a
LANature/05H.jpg,1.7,LANature,yes,q,5 + 14,19,12,a
LANature/09L.jpg,1.7,LANature,no,q,28 + 11,42,39,b
LANature/17H.jpg,1.7,LANature,no,q,16 + 17,33,25,a
LANature/23L.jpg,1.7,LANature,no,q,4 + 11,18,15,b
LANature/28L.jpg,5.3,LANature,no,q,11 + 21,32,26,a
LANature/31H.jpg,5.3,LANature,no,q,10 + 10,20,26,a
LANature/39H.jpg,5.3,LANature,no,q,13 + 27,40,33,a
LANature/Aquarium_0343.JPG,5.3,LANature,no,q,29 + 14,43,41,a
LANature/Aquarium_0450.JPG,7.1,LANature,no,q,24 + 25,45,49,b
LANature/Aquarium_0632.JPG,7.1,LANature,no,q,28 + 23,59,51,b
LANature/BotanicGardens_0497.JPG,7.1,LANature,no,q,26 + 29,60,55,b
LANature/BotanicGardens_0941.JPG,7.1,LANature,no,q,27 + 28,55,53,a
LANature/GotG_0053.jpg,3.5,LANature,no,q,26 + 17,50,43,b
LANature/GotG_0084.jpg,3.5,LANature,no,q,4 + 29,33,35,a
LANature/Hyalite_0174.JPG,3.5,LANature,no,q,20 + 29,43,49,b
LANature/Hyalite_0213.JPG,3.5,LANature,no,q,24 + 29,53,48,a
LANature/Vacation_1925.JPG,1.7,LANature,no,q,21 + 20,41,47,a
LANature/Vacation_7074.JPG,1.7,LANature,no,q,23 + 6,22,29,b
LANature/Vacation_7115.JPG,1.7,LANature,no,q,13 + 4,11,17,b
LANature/Zoo_0075.JPG,1.7,LANature,no,q,11 + 26,31,37,b
LAUrban/16thStreetMall_0744.JPG,5.3,LAUrban,no,q,21 + 13,27,34,b
LAUrban/16thStreetMall_0771.JPG,5.3,LAUrban,no,q,12 + 19,31,25,a
LAUrban/16thStreetMall_0806.JPG,5.3,LAUrban,no,q,24 + 11,27,35,b
LAUrban/Billings_0266.JPG,5.3,LAUrban,yes,q,23 + 21,42,44,b
LAUrban/Billings_0286.JPG,7.1,LAUrban,no,q,5 + 20,31,25,b
LAUrban/Bozeman_0005.JPG,7.1,LAUrban,no,q,20 + 6,26,29,a
LAUrban/Bozeman_0038.JPG,7.1,LAUrban,no,q,15 + 28,43,40,a
LAUrban/Downtown_0299.jpg,7.1,LAUrban,no,q,9 + 13,22,29,a
LAUrban/Downtown_0371.jpg,3.5,LAUrban,no,q,19 + 19,33,38,b
LAUrban/DTC_1.jpg,3.5,LAUrban,no,q,30 + 6,28,36,b
LAUrban/DTC_41.jpg,3.5,LAUrban,no,q,19 + 5,24,16,a
LAUrban/DU_18.jpg,3.5,LAUrban,no,q,12 + 10,30,22,b
LAUrban/DU_23.jpg,1.7,LAUrban,no,q,12 + 7,26,19,b
LAUrban/Golden_24.jpg,1.7,LAUrban,no,q,15 + 12,33,27,b
LAUrban/Golden_48.jpg,1.7,LAUrban,no,q,14 + 10,18,24,b
LAUrban/Golden_59.jpg,1.7,LAUrban,no,q,4 + 22,29,26,b
LAUrban/Urban_Berman_25.jpg,5.3,LAUrban,no,q,20 + 15,39,35,b
LAUrban/Urban_Berman_37.jpg,5.3,LAUrban,yes,q,28 + 21,42,49,b
LAUrban/Vacation_5135.JPG,5.3,LAUrban,no,q,11 + 13,27,24,b
LAUrban/Vacation_8493.JPG,5.3,LAUrban,no,q,23 + 9,32,38,a
HANature/Berman_Nature__19.jpg,3.5,HANature,no,r,18 + 22,44,40,b
HANature/Berman_Nature__36.jpg,3.5,HANature,no,r,21 + 25,46,40,a
HANature/Berman_Nature__46.jpg,3.5,HANature,no,r,17 + 25,42,39,a
HANature/BotanicGardens_0043.JPG,3.5,HANature,no,r,8 + 22,30,28,a
HANature/BotanicGardens_0893.JPG,7.1,HANature,no,r,28 + 12,40,36,a
HANature/Hyalite_0141.JPG,7.1,HANature,no,r,29 + 10,39,41,a
HANature/Hyalite_0229.JPG,7.1,HANature,no,r,22 + 7,29,31,a
HANature/Hyalite_0231.JPG,7.1,HANature,no,r,10 + 24,42,34,b
HANature/Hyalite_0239.JPG,5.3,HANature,no,r,13 + 16,27,29,b
HANature/Ranch_4.jpeg,5.3,HANature,no,r,13 + 26,34,39,b
HANature/Tarryall_0607.JPG,5.3,HANature,yes,r,30 + 9,36,39,b
HANature/Vacation_0924.JPG,5.3,HANature,no,r,8 + 11,19,27,a
HANature/Vacation_2692.JPG,1.7,HANature,no,r,21 + 4,21,25,b
HANature/Vacation_5473.JPG,1.7,HANature,no,r,9 + 24,31,33,b
HANature/Vacation_5514.JPG,1.7,HANature,no,r,29 + 19,48,55,a
HANature/Vacation_5647.JPG,1.7,HANature,no,r,14 + 11,25,32,a
HANature/Vacation_5661.JPG,3.5,HANature,no,r,19 + 20,42,39,b
HANature/Vacation_5672.JPG,3.5,HANature,no,r,5 + 7,6,12,b
HANature/Vacation_6668.JPG,3.5,HANature,no,r,22 + 28,50,57,a
HANature/Vacation_7629.JPG,3.5,HANature,no,r,17 + 28,41,45,b
HAUrban/16thStreetMall_0760.JPG,7.1,HAUrban,no,r,19 + 15,32,34,b
HAUrban/Billings_0270.JPG,7.1,HAUrban,no,r,6 + 17,15,23,b
HAUrban/Billings_0295.JPG,7.1,HAUrban,yes,r,26 + 25,59,51,b
HAUrban/Billings_0309.JPG,7.1,HAUrban,no,r,22 + 13,35,38,a
HAUrban/CO_Blvrd_12.jpg,5.3,HAUrban,no,r,5 + 13,26,18,b
HAUrban/CO_Blvrd_22.jpg,5.3,HAUrban,no,r,23 + 17,33,40,b
HAUrban/CO_Blvrd_3.jpg,5.3,HAUrban,no,r,25 + 6,31,38,a
HAUrban/CO_Blvrd_41.jpg,5.3,HAUrban,no,r,18 + 27,45,37,a
HAUrban/Downtown_0304.jpg,1.7,HAUrban,no,r,10 + 18,28,25,a
HAUrban/Downtown_0324.jpg,1.7,HAUrban,yes,r,17 + 10,24,27,b
HAUrban/Downtown_0344.jpg,1.7,HAUrban,no,r,9 + 19,28,34,a
HAUrban/Downtown_0351.jpg,1.7,HAUrban,no,r,14 + 7,21,28,a
HAUrban/Downtown_0354.jpg,3.5,HAUrban,yes,r,10 + 25,35,37,a
HAUrban/DTC_12.jpg,3.5,HAUrban,no,r,5 + 19,24,20,a
HAUrban/DTC_47.jpg,3.5,HAUrban,no,r,23 + 18,36,41,b
HAUrban/DU_24.jpg,3.5,HAUrban,no,r,11 + 23,27,34,b
HAUrban/Golden_40.jpg,7.1,HAUrban,no,r,19 + 23,46,42,b
HAUrban/Golden_64.jpg,7.1,HAUrban,no,r,7 + 23,37,30,b
HAUrban/Golden_78.jpg,7.1,HAUrban,no,r,13 + 30,43,47,a
HAUrban/Urban_Berman_24.jpg,7.1,HAUrban,no,r,26 + 11,37,43,a
LANature/05H.jpg,5.3,LANature,no,r,5 + 14,19,12,a
LANature/09L.jpg,5.3,LANature,no,r,28 + 11,42,39,b
LANature/17H.jpg,5.3,LANature,no,r,16 + 17,33,25,a
LANature/23L.jpg,5.3,LANature,no,r,4 + 11,18,15,b
LANature/28L.jpg,1.7,LANature,yes,r,11 + 21,32,26,a
LANature/31H.jpg,1.7,LANature,no,r,10 + 10,20,26,a
LANature/39H.jpg,1.7,LANature,no,r,13 + 27,40,33,a
LANature/Aquarium_0343.JPG,1.7,LANature,no,r,29 + 14,43,41,a
LANature/Aquarium_0450.JPG,3.5,LANature,yes,r,24 + 25,45,49,b
LANature/Aquarium_0632.JPG,3.5,LANature,no,r,28 + 23,59,51,b
LANature/BotanicGardens_0497.JPG,3.5,LANature,no,r,26 + 29,60,55,b
LANature/BotanicGardens_0941.JPG,3.5,LANature,no,r,27 + 28,55,53,a
LANature/GotG_0053.jpg,7.1,LANature,no,r,26 + 17,50,43,b
LANature/GotG_0084.jpg,7.1,LANature,no,r,4 + 29,33,35,a
LANature/Hyalite_0174.JPG,7.1,LANature,no,r,20 + 29,43,49,b
LANature/Hyalite_0213.JPG,7.1,LANature,no,r,24 + 29,53,48,a
LANature/Vacation_1925.JPG,5.3,LANature,no,r,21 + 20,41,47,a
LANature/Vacation_7074.JPG,5.3,LANature,yes,r,23 + 6,22,29,b
LANature/Vacation_7115.JPG,5.3,LANature,no,r,13 + 4,11,17,b
LANature/Zoo_0075.JPG,5.3,LANature,no,r,11 + 26,31,37,b
LAUrban/16thStreetMall_0744.JPG,1.7,LAUrban,no,r,21 + 13,27,34,b
LAUrban/16thStreetMall_0771.JPG,1.7,LAUrban,no,r,12 + 19,31,25,a
LAUrban/16thStreetMall_0806.JPG,1.7,LAUrban,no,r,24 + 11,27,35,b
LAUrban/Billings_0266.JPG,1.7,LAUrban,no,r,23 + 21,42,44,b
LAUrban/Billings_0286.JPG,3.5,LAUrban,no,r,5 + 20,31,25,b
LAUrban/Bozeman_0005.JPG,3.5,LAUrban,no,r,20 + 6,26,29,a
LAUrban/Bozeman_0038.JPG,3.5,LAUrban,no,r,15 + 28,43,40,a
LAUrban/Downtown_0299.jpg,3.5,LAUrban,yes,r,9 + 13,22,29,a
LAUrban/Downtown_0371.jpg,7.1,LAUrban,no,r,19 + 19,33,38,b
LAUrban/DTC_1.jpg,7.1,LAUrban,no,r,30 + 6,28,36,b
LAUrban/DTC_41.jpg,7.1,LAUrban,no,r,19 + 5,24,16,a
LAUrban/DU_18.jpg,7.1,LAUrban,no,r,12 + 10,30,22,b
LAUrban/DU_23.jpg,5.3,LAUrban,no,r,12 + 7,26,19,b
LAUrban/Golden_24.jpg,5.3,LAUrban,no,r,15 + 12,33,27,b
LAUrban/Golden_48.jpg,5.3,LAUrban,no,r,14 + 10,18,24,b
LAUrban/Golden_59.jpg,5.3,LAUrban,no,r,4 + 22,29,26,b
LAUrban/Urban_Berman_25.jpg,1.7,LAUrban,no,r,20 + 15,39,35,b
LAUrban/Urban_Berman_37.jpg,1.7,LAUrban,no,r,28 + 21,42,49,b
LAUrban/Vacation_5135.JPG,1.7,LAUrban,no,r,11 + 13,27,24,b
LAUrban/Vacation_8493.JPG,1.7,LAUrban,no,r,23 + 9,32,38,a
HANature/Berman_Nature__17.jpg,1.7,HANature,no,s,18 + 22,44,40,b
HANature/Berman_Nature__34.jpg,1.7,HANature,no,s,21 + 25,46,40,a
HANature/Berman_Nature__43.jpg,1.7,HANature,no,s,17 + 25,42,39,a
HANature/Berman_Nature__49.jpg,1.7,HANature,no,s,8 + 22,30,28,a
HANature/Castlewood_Canyon_6.jpg,5.3,HANature,no,s,28 + 12,40,36,a
HANature/Hyalite_0159.JPG,5.3,HANature,no,s,29 + 10,39,41,a
HANature/Hyalite_0222.JPG,5.3,HANature,no,s,22 + 7,29,31,a
HANature/Hyalite_0236.JPG,5.3,HANature,no,s,10 + 24,42,34,b
HANature/Hyalite_0238.JPG,7.1,HANature,no,s,13 + 16,27,29,b
HANature/Ranch_1.jpeg,7.1,HANature,no,s,13 + 26,34,39,b
HANature/Tarryall_0613.JPG,7.1,HANature,no,s,30 + 9,36,39,b
HANature/Tarryall_0620.JPG,7.1,HANature,no,s,8 + 11,19,27,a
