imagename,duration,type,used,group,equation,a,b,answer
LANature/Aquarium_0442.JPG,5.3,LANature,no,t,24 + 25,45,49,b
LANature/Aquarium_0605.JPG,5.3,LANature,no,t,28 + 23,59,51,b
LANature/BotanicGardens_0176.JPG,5.3,LANature,no,t,26 + 29,60,55,b
LANature/BotanicGardens_0924.JPG,5.3,LANature,no,t,27 + 28,55,53,a
LANature/GotG_0060.jpg,1.7,LANature,no,t,26 + 17,50,43,b
LANature/GotG_0100.jpg,1.7,LANature,no,t,4 + 29,33,35,a
LANature/Hyalite_0180.JPG,1.7,LANature,no,t,20 + 29,43,49,b
LANature/Tarryall_0622.JPG,1.7,LANature,no,t,24 + 29,53,48,a
LANature/Vacation_7034.JPG,3.5,LANature,no,t,21 + 20,41,47,a
LANature/Vacation_7082.JPG,3.5,LANature,no,t,23 + 6,22,29,b
LANature/Vacation_7996.JPG,3.5,LANature,no,t,13 + 4,11,17,b
LANature/Zoo_0176.JPG,3.5,LANature,no,t,11 + 26,31,37,b
LAUrban/16thStreetMall_0740.JPG,7.1,LAUrban,no,t,21 + 13,27,34,b
LAUrban/16thStreetMall_0765.JPG,7.1,LAUrban,no,t,12 + 19,31,25,a
LAUrban/16thStreetMall_0795.JPG,7.1,LAUrban,no,t,24 + 11,27,35,b
LAUrban/16thStreetMall_0838.JPG,7.1,LAUrban,no,t,23 + 21,42,44,b
LAUrban/Billings_0276.JPG,5.3,LAUrban,no,t,5 + 20,31,25,b
LAUrban/Billings_0290.JPG,5.3,LAUrban,no,t,20 + 6,26,29,a
LAUrban/Bozeman_0008.JPG,5.3,LAUrban,no,t,15 + 28,43,40,a
LAUrban/Bozeman_0044.JPG,5.3,LAUrban,no,t,9 + 13,22,29,a
LAUrban/Downtown_0367.jpg,1.7,LAUrban,no,t,19 + 19,33,38,b
LAUrban/Downtown_0390.jpg,1.7,LAUrban,yes,t,30 + 6,28,36,b
LAUrban/DTC_21.jpg,1.7,LAUrban,no,t,19 + 5,24,16,a
LAUrban/DU_17.jpg,1.7,LAUrban,no,t,12 + 10,30,22,b
LAUrban/DU_35.jpg,3.5,LAUrban,no,t,12 + 7,26,19,b
LAUrban/Golden_30.jpg,3.5,LAUrban,no,t,15 + 12,33,27,b
LAUrban/Golden_49.jpg,3.5,LAUrban,no,t,14 + 10,18,24,b
LAUrban/Golden_65.jpg,3.5,LAUrban,no,t,4 + 22,29,26,b
LAUrban/Urban_Berman_35.jpg,7.1,LAUrban,no,t,20 + 15,39,35,b
LAUrban/Vacation_5018.JPG,7.1,LAUrban,no,t,28 + 21,42,49,b
LAUrban/Vacation_8448.JPG,7.1,LAUrban,no,t,11 + 13,27,24,b
LAUrban/Vacation_8664.JPG,7.1,LAUrban,no,t,23 + 9,32,38,a
