imagename,duration,type,used,group,equation,a,b,answer
LANature/Vacation_7074.JPG,7.1,LANature,no,w,23 + 6,22,29,b
LANature/Vacation_7115.JPG,7.1,LANature,no,w,13 + 4,11,17,b
LANature/Zoo_0075.JPG,7.1,LANature,no,w,11 + 26,31,37,b
LAUrban/16thStreetMall_0744.JPG,3.5,LAUrban,no,w,21 + 13,27,34,b
LAUrban/16thStreetMall_0771.JPG,3.5,LAUrban,no,w,12 + 19,31,25,a
LAUrban/16thStreetMall_0806.JPG,3.5,LAUrban,no,w,24 + 11,27,35,b
LAUrban/Billings_0266.JPG,3.5,LAUrban,no,w,23 + 21,42,44,b
LAUrban/Billings_0286.JPG,1.7,LAUrban,no,w,5 + 20,31,25,b
LAUrban/Bozeman_0005.JPG,1.7,LAUrban,no,w,20 + 6,26,29,a
LAUrban/Bozeman_0038.JPG,1.7,LAUrban,no,w,15 + 28,43,40,a
LAUrban/Downtown_0299.jpg,1.7,LAUrban,no,w,9 + 13,22,29,a
LAUrban/Downtown_0371.jpg,5.3,LAUrban,yes,w,19 + 19,33,38,b
LAUrban/DTC_1.jpg,5.3,LAUrban,no,w,30 + 6,28,36,b
LAUrban/DTC_41.jpg,5.3,LAUrban,no,w,19 + 5,24,16,a
LAUrban/DU_18.jpg,5.3,LAUrban,no,w,12 + 10,30,22,b
LAUrban/DU_23.jpg,7.1,LAUrban,yes,w,12 + 7,26,19,b
LAUrban/Golden_24.jpg,7.1,LAUrban,no,w,15 + 12,33,27,b
LAUrban/Golden_48.jpg,7.1,LAUrban,yes,w,14 + 10,18,24,b
LAUrban/Golden_59.jpg,7.1,LAUrban,yes,w,4 + 22,29,26,b
LAUrban/Urban_Berman_25.jpg,3.5,LAUrban,no,w,20 + 15,39,35,b
LAUrban/Urban_Berman_37.jpg,3.5,LAUrban,no,w,28 + 21,42,49,b
LAUrban/Vacation_5135.JPG,3.5,LAUrban,no,w,11 + 13,27,24,b
LAUrban/Vacation_8493.JPG,3.5,LAUrban,no,w,23 + 9,32,38,a
